ProductID,ProductName,ProductDescription,ProductCateryName,ProductSubcateryName,Manufacturer
378,"Adventure Works Laptop15.4W M1548 Silver","15.4-inches widescreen TFT LCD display, 1280x800 Resolutions",Computers,Laptops,"Adventure Works"
379,"Adventure Works Laptop8.9 E0890 Silver","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Adventure Works"
380,"Adventure Works Laptop19W X1980 Red","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Adventure Works"
381,"Adventure Works Laptop15 M1501 Red","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Adventure Works"
382,"Adventure Works Laptop12 M1201 Red","80GB hard drive, 512MB memory",Computers,Laptops,"Adventure Works"
383,"Adventure Works Laptop16 M1601 Red","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Adventure Works"
384,"Adventure Works Laptop15.4W M1548 Red","15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Computers,Laptops,"Adventure Works"
385,"Adventure Works Laptop8.9 E0890 Red","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Adventure Works"
386,"Adventure Works Laptop19W X1980 Blue","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Adventure Works"
387,"Adventure Works Laptop15 M1501 Blue","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Adventure Works"
388,"Adventure Works Laptop12 M1201 Blue","80GB hard drive, 512MB memory",Computers,Laptops,"Adventure Works"
389,"Adventure Works Laptop16 M1601 Blue","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Adventure Works"
390,"WWI Laptop19W X0196 Black","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Wide World Importers"
391,"WWI Laptop15 M0150 Black","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Wide World Importers"
392,"WWI Laptop12 M0120 Black","80GB hard drive, 512MB memory",Computers,Laptops,"Wide World Importers"
393,"WWI Laptop16 M0160 Black","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Wide World Importers"
394,"WWI Laptop15.4W M0156 Black","15.4-inches widescreen TFT LCD Display, 1280x800 resolutions",Computers,Laptops,"Wide World Importers"
395,"WWI Laptop8.9 E0089 Black","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Wide World Importers"
396,"WWI Laptop19W X0196 White","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Wide World Importers"
397,"WWI Laptop15 M0150 White","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Wide World Importers"
398,"WWI Laptop12 M0120 White","80GB hard drive, 512MB memory",Computers,Laptops,"Wide World Importers"
399,"WWI Laptop16 M0160 White","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Wide World Importers"
400,"WWI Laptop15.4W M0156 White","15.4-inches widescreen TFT LCD display, 1280x800 resolutions",Computers,Laptops,"Wide World Importers"
401,"WWI Laptop8.9 E0089 White","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Wide World Importers"
402,"WWI Laptop19W X0196 Blue","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Wide World Importers"
403,"WWI Laptop15 M0150 Blue","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Wide World Importers"
404,"Proseware Laptop19 X910 Black","320 GB hard drive, 4 GB RAM 19-inches LCD",Computers,Laptops,"Proseware, Inc."
405,"Proseware Laptop15 M510 Black","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Proseware, Inc."
406,"Proseware Laptop12 M210 Black","80GB hard drive, 512MB memory",Computers,Laptops,"Proseware, Inc."
407,"Proseware Laptop16 M610 Black","180 GB hard drive, 2 GB RAM 16-inches LCD",Computers,Laptops,"Proseware, Inc."
408,"Proseware Laptop15.4W M518 Black","15.4-inches widescreen TFT LCD display, 1280x800 resolutions",Computers,Laptops,"Proseware, Inc."
409,"Proseware Laptop8.9 E089 Black","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Proseware, Inc."
410,"Proseware Laptop19W X910 White","320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Computers,Laptops,"Proseware, Inc."
411,"Proseware Laptop15 M510 White","15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Computers,Laptops,"Proseware, Inc."
412,"Proseware Laptop12 M210 White","80GB hard drive, 512MB memory",Computers,Laptops,"Proseware, Inc."
413,"Proseware Laptop16 M610 White","180 GB hard drive.2 GB RAM.16-inch LCD.",Computers,Laptops,"Proseware, Inc."
414,"Proseware Laptop15.4W M518 White","15.4-inch Widescreen TFT LCD display, 1280x800 resolutions",Computers,Laptops,"Proseware, Inc."
415,"Proseware Laptop8.9 E089 White","1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Computers,Laptops,"Proseware, Inc."
416,"Adventure Works Desktop PC2.33 XD233 Silver","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
417,"Adventure Works Desktop PC2.30 MD230 Silver","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Adventure Works"
418,"Adventure Works Desktop PC1.60 ED160 Silver","1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
419,"Adventure Works Desktop PC1.80 ED180 Silver","1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
420,"Adventure Works Desktop PC1.80 ED182 Silver","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
421,"Adventure Works Desktop PC3.0 MS300 Silver","3.0GHz processor, 4GB DDR2 SDRAM memory, 500GB 7200RPM hard drive, 19 inch LCD flat monitors",Computers,Desktops,"Adventure Works"
422,"Adventure Works Desktop PC2.33 XD233 Black","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
423,"Adventure Works Desktop PC2.30 MD230 Black","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Adventure Works"
424,"Adventure Works Desktop PC1.60 ED160 Black","1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
425,"Adventure Works Desktop PC1.80 ED180 Black","1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
426,"Adventure Works Desktop PC1.80 ED182 Black","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
427,"Adventure Works Desktop PC3.0 MS300 Black","3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors",Computers,Desktops,"Adventure Works"
428,"Adventure Works Desktop PC2.33 XD233 Brown","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
429,"Adventure Works Desktop PC2.30 MD230 Brown","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Adventure Works"
430,"Adventure Works Desktop PC1.60 ED160 Brown","1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
431,"Adventure Works Desktop PC1.80 ED180 Brown","1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
432,"Adventure Works Desktop PC1.80 ED182 Brown","1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
433,"Adventure Works Desktop PC2.33 XD233 White","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
434,"Adventure Works Desktop PC2.30 MD230 White","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Adventure Works"
435,"Adventure Works Desktop PC1.60 ED160 White","1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
436,"Adventure Works Desktop PC1.80 ED180 White","1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Computers,Desktops,"Adventure Works"
437,"Adventure Works Desktop PC1.80 ED182 White","1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Computers,Desktops,"Adventure Works"
438,"WWI Desktop PC2.33 X2330 Silver","2.33GHz dual processor, 750GB 7200RPM hard drive, 19” widescreen LCD monitors",Computers,Desktops,"Wide World Importers"
439,"WWI Desktop PC2.30 M2300 Brown","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 4MB L2 Cache",Computers,Desktops,"Wide World Importers"
440,"WWI Desktop PC1.60 E1600 Silver","1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
441,"WWI Desktop PC1.80 E1800 Brown","1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
442,"WWI Desktop PC1.80 E1801 Silver","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
443,"WWI Desktop PC3.0 M0300 Silver","3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inch LCD flat monitors",Computers,Desktops,"Wide World Importers"
444,"WWI Desktop PC2.33 X2330 Black","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
445,"WWI Desktop PC2.30 M2300 Black","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Wide World Importers"
446,"WWI Desktop PC1.60 E1600 Black","1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
447,"WWI Desktop PC1.80 E1800 Black","1.80GHz dual processor, 2GB DDR2 memory, 320GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
448,"WWI Desktop PC1.80 E1801 Black","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
449,"WWI Desktop PC3.0 M0300 Black","3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors",Computers,Desktops,"Wide World Importers"
450,"WWI Desktop PC2.33 X2330 Brown","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
451,"WWI Desktop PC2.30 M2300 Silver","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Wide World Importers"
452,"WWI Desktop PC1.60 E1600 Red","1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
453,"WWI Desktop PC1.80 E1800 Silver","1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
454,"WWI Desktop PC1.80 E1801 Brown","1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
455,"WWI Desktop PC2.33 X2330 White","2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
456,"WWI Desktop PC2.30 M2300 White","2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19” widescreen LCD monitors",Computers,Desktops,"Wide World Importers"
457,"WWI Desktop PC1.60 E1600 White","1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
458,"WWI Desktop PC1.80 E1800 White","1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",Computers,Desktops,"Wide World Importers"
459,"WWI Desktop PC1.80 E1801 White","1.80GHz dual processor, 4GB DDR2 Memories, 400GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
460,"WWI Desktop PC1.80 E1802 White","1.80GHz dual processor, 4GB DDR2 memory, 500GB 7200RPM hard drive",Computers,Desktops,"Wide World Importers"
461,"Proseware LCD24 X300 Black","24 inches HD display, 160° horizontal and vertical viewing angles",Computers,Monitors,"Proseware, Inc."
462,"Proseware LCD24W X300 Black","24 widescreen HD display, 1920 x 1200 maximum resolutions",Computers,Monitors,"Proseware, Inc."
463,"Proseware LCD22 M2000 Black","22” screen LCD, Resolution -1680 x 1050",Computers,Monitors,"Proseware, Inc."
464,"Proseware LCD22W M2001 Black","22” wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Computers,Monitors,"Proseware, Inc."
465,"Proseware LCD20 M200 Black","Screen size: 20”, response time: 5ms, brightness: 300cd/m2",Computers,Monitors,"Proseware, Inc."
466,"Proseware LCD20W M230 Black","20” widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Computers,Monitors,"Proseware, Inc."
467,"Proseware LCD19 E1000 Black","19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Computers,Monitors,"Proseware, Inc."
468,"Proseware LCD19W M100 Black","19 inches widescreen LCD monitor 300cd/m2 (typical) brightness",Computers,Monitors,"Proseware, Inc."
469,"Proseware LCD17 E200 Black","Size/Type: 17” TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Computers,Monitors,"Proseware, Inc."
470,"Proseware LCD17W E202 Black","17 inches widescreen LCD monitor 300cd/m2 (typical) brightness",Computers,Monitors,"Proseware, Inc."
471,"Proseware LCD15 E103 Black","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Computers,Monitors,"Proseware, Inc."
472,"Proseware CRT19 E201 Black","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Proseware, Inc."
473,"Proseware CRT17 E104 Black","Safely prevents static while eliminating up to 95% of screen glare",Computers,Monitors,"Proseware, Inc."
474,"Proseware CRT15 E10 Black","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Proseware, Inc."
475,"Proseware LCD24 X300 White","24 Inch HD display, 160° horizontal and vertical viewing angles",Computers,Monitors,"Proseware, Inc."
476,"Proseware LCD24W X300 White","24 widescreen HD display, 1920 x 1200 maximum resolution",Computers,Monitors,"Proseware, Inc."
477,"Proseware LCD22 M2000 White","22” Screen LCD, resolution - 1680 x 1050",Computers,Monitors,"Proseware, Inc."
478,"Proseware LCD22W M2001 White","22” widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Computers,Monitors,"Proseware, Inc."
479,"Proseware LCD20 M200 White","Screen size: 20”, response time: 5ms, brightness: 300cd/m2",Computers,Monitors,"Proseware, Inc."
480,"Proseware LCD20W M230 White","20” widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Computers,Monitors,"Proseware, Inc."
481,"Proseware LCD19 E1000 White","19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Computers,Monitors,"Proseware, Inc."
482,"Proseware LCD19W M100 White","19 inches widescreen LCD monitor 300cd/m2 (typical) brightness",Computers,Monitors,"Proseware, Inc."
483,"Proseware LCD17 E200 White","Size/Type: 17” TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Computers,Monitors,"Proseware, Inc."
484,"Proseware LCD17W E202 White","17 inches widescreen LCD monitor 300cd/m2 (typical) brightness",Computers,Monitors,"Proseware, Inc."
485,"Proseware LCD15 E103 White","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Computers,Monitors,"Proseware, Inc."
486,"Proseware CRT19 E201 White","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Proseware, Inc."
487,"Proseware CRT17 E104 White","Safely prevents static while eliminating up to 95% of screen glare",Computers,Monitors,"Proseware, Inc."
488,"Proseware CRT15 E10 White","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Proseware, Inc."
489,"Adventure Works LCD24 X300 Black","24 Inch HD display, 160° horizontal and vertical viewing angles",Computers,Monitors,"Adventure Works"
490,"Adventure Works LCD24W X300 Black","24 widescreen HD display, 1920 x 1200 maximum resolutions",Computers,Monitors,"Adventure Works"
491,"Adventure Works LCD22 M200 Black","22” Screen LCD, resolution - 1680 x 1050",Computers,Monitors,"Adventure Works"
492,"Adventure Works LCD22W M200 Black","22” widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Computers,Monitors,"Adventure Works"
493,"Adventure Works LCD20 M210 Black","Screen size: 20”, response time: 5ms,  brightness: 300cd/m2",Computers,Monitors,"Adventure Works"
494,"Adventure Works LCD20W M240 Black","20” widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Computers,Monitors,"Adventure Works"
495,"Adventure Works LCD19 E108 Black","19inches TFT LCD.300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Computers,Monitors,"Adventure Works"
496,"Adventure Works LCD19W M100 Black","19 inches widescreen LCD monitor 300cd/m2 (typical) brightness",Computers,Monitors,"Adventure Works"
497,"Adventure Works LCD17 E200 Black","Size/Type: 17” TFT LCD, maximum resolution: 1280 x 1024, response Time: 5ms",Computers,Monitors,"Adventure Works"
498,"Adventure Works LCD17W E203 Black","17 inches widescreen LCD monitor 300cd/m2 (typical) brightness",Computers,Monitors,"Adventure Works"
499,"Adventure Works LCD15 E100 Black","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Computers,Monitors,"Adventure Works"
500,"Adventure Works CRT19 E10 Black","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Adventure Works"
501,"Adventure Works CRT17 E105 Black","Safely prevents static while eliminating up to 95% of screen glare",Computers,Monitors,"Adventure Works"
502,"Adventure Works CRT15 E101 Black","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Adventure Works"
503,"Adventure Works LCD24 X300 White","24 inches HD display, 160° horizontal and vertical viewing angles",Computers,Monitors,"Adventure Works"
504,"Adventure Works LCD24W X300 White","24 inches widescreen HD display, 1920 x 1200 maximum resolutions",Computers,Monitors,"Adventure Works"
505,"Adventure Works LCD22 M200 White","22” screen LCD, resolution - 1680 x 1050",Computers,Monitors,"Adventure Works"
506,"Adventure Works LCD22W M200 White","22” wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Computers,Monitors,"Adventure Works"
507,"Adventure Works LCD20 M210 White","Screen size: 20”, response time: 5ms, brightness: 300cd/m2",Computers,Monitors,"Adventure Works"
508,"Adventure Works LCD20W M240 White","20” widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast Ratio: 10000:1",Computers,Monitors,"Adventure Works"
509,"Adventure Works LCD19 E108 White","19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Computers,Monitors,"Adventure Works"
510,"Adventure Works LCD19W M100 White","19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Computers,Monitors,"Adventure Works"
511,"Adventure Works LCD17 E200 White","Size/Type: 17” TFT LCD, maximum resolution: 1280 x 1024. response time: 5ms",Computers,Monitors,"Adventure Works"
512,"Adventure Works LCD17W E203 White","17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Computers,Monitors,"Adventure Works"
513,"Adventure Works LCD15 E100 White","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Computers,Monitors,"Adventure Works"
514,"Adventure Works CRT19 E10 White","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Adventure Works"
515,"Adventure Works CRT17 E105 White","Safely prevents static while eliminating up to 95% of screen glare",Computers,Monitors,"Adventure Works"
516,"Adventure Works CRT15 E101 White","Reduces VLF/ELF radiation by up to 99.5%",Computers,Monitors,"Adventure Works"
517,"WWI LCD24 X300 Black","24 Inches HD display, 160° horizontal and vertical viewing angles",Computers,Monitors,"Wide World Importers"
518,"WWI LCD24W X300 Black","24 widescreen HD display, 1920 x 1200 maximum resolutions",Computers,Monitors,"Wide World Importers"
519,"WWI LCD22 M2002 Black","22” Screen LCD, resolution - 1680 x 1050",Computers,Monitors,"Wide World Importers"
520,"WWI LCD22W M2003 Black","22” widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Computers,Monitors,"Wide World Importers"
521,"WWI LCD20 M220 Black","Screen size: 20”, response time: 5ms, brightness: 300cd/m2",Computers,Monitors,"Wide World Importers"
522,"WWI LCD20W M250 Black","20” widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast Ratio: 10000:1",Computers,Monitors,"Wide World Importers"
523,"WWI LCD19 E107 Black","19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Computers,Monitors,"Wide World Importers"
524,"WWI LCD19W M100 Black","19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Computers,Monitors,"Wide World Importers"
525,"WWI LCD17 E200 Black","Size/Type: 17” TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Computers,Monitors,"Wide World Importers"
526,"WWI LCD17W E200 Black","17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Computers,Monitors,"Wide World Importers"
527,"WWI CRT17 E106 Black","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Computers,Monitors,"Wide World Importers"
528,"WWI LCD24 X300 White","24 inches HD display, 160° horizontal and vertical viewing angles",Computers,Monitors,"Wide World Importers"
529,"WWI LCD24W X300 White","24 widescreen HD display, 1920 x 1200 maximum resolution",Computers,Monitors,"Wide World Importers"
530,"WWI LCD22 M2002 White","22” screen LCD, resolution - 1680 x 1050",Computers,Monitors,"Wide World Importers"
531,"WWI LCD22W M2003 White","22” widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Computers,Monitors,"Wide World Importers"
532,"WWI LCD20 M220 White","Screen size: 20”, response time: 5ms, brightness: 300cd/m2",Computers,Monitors,"Wide World Importers"
533,"WWI LCD20W M250 White","20” widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Computers,Monitors,"Wide World Importers"
534,"WWI LCD19 E107 White","19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Computers,Monitors,"Wide World Importers"
535,"WWI LCD19W M100 White","19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Computers,Monitors,"Wide World Importers"
536,"WWI LCD17 E205 White","Size/Type: 17” TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Computers,Monitors,"Wide World Importers"
537,"WWI LCD17W E200 White","17 inch widescreen LCD monitor, 300cd/m2 (typical) brightness",Computers,Monitors,"Wide World Importers"
538,"WWI CRT17 E106 White","Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Computers,Monitors,"Wide World Importers"
539,"Proseware Projector 1080p LCD86 Black","1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs",Computers,"Projectors & Screens","Proseware, Inc."
540,"Proseware Projector 1080p DLP86 Black","1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio",Computers,"Projectors & Screens","Proseware, Inc."
541,"Proseware Projector 720p LCD56 Black","720p High Definition performance with 10,000:1 contrast ratio.",Computers,"Projectors & Screens","Proseware, Inc."
542,"Proseware Projector 720p DLP56 Black","Native 720p Resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",Computers,"Projectors & Screens","Proseware, Inc."
543,"Proseware Projector 480p LCD12 Black","High brightness, 1300 ANSI lumen light output, remote control",Computers,"Projectors & Screens","Proseware, Inc."
544,"Proseware Projector 480p DLP12 Black","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",Computers,"Projectors & Screens","Proseware, Inc."
545,"Proseware Screen 125in X1609 Black","16:9 aspect ratios - 125in, 160 degree wide viewing angle",Computers,"Projectors & Screens","Proseware, Inc."
546,"Proseware Screen 113in X1609 Black","16:9 aspect ratios - 113in, dual wall and ceiling-perfect for home / business",Computers,"Projectors & Screens","Proseware, Inc."
547,"Proseware Screen 106in M1609 Black","16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations",Computers,"Projectors & Screens","Proseware, Inc."
548,"Proseware Screen 100in M1609 Black","16:9 aspect ratios-100in, designed for wall or ceiling installation",Computers,"Projectors & Screens","Proseware, Inc."
549,"Proseware Screen 85in E1010 Black","1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",Computers,"Projectors & Screens","Proseware, Inc."
550,"Proseware Screen 80in E1010 Black","Standard 4:3 aspect ratio-85in, use with any home theater or business projector",Computers,"Projectors & Screens","Proseware, Inc."
551,"Proseware Projector 1080p LCD86 White","1080p high definition projector,1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs",Computers,"Projectors & Screens","Proseware, Inc."
552,"Proseware Projector 1080p DLP86 White","1920 x 1080p pixel resolution, HDTV 1080p native resolution, 8000:1 contrast ratio",Computers,"Projectors & Screens","Proseware, Inc."
553,"Proseware Projector 720p LCD56 White","720p high definition performance with 10,000:1 contrast ratio",Computers,"Projectors & Screens","Proseware, Inc."
554,"Proseware Projector 720p DLP56 White","Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life",Computers,"Projectors & Screens","Proseware, Inc."
555,"Proseware Projector 480p LCD12 White","High brightness, 1300 ANSI lumen light output, remote control",Computers,"Projectors & Screens","Proseware, Inc."
556,"Proseware Projector 480p DLP12 White","850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios",Computers,"Projectors & Screens","Proseware, Inc."
557,"Proseware Screen 125in X1609 White","16:9 aspect ratios-125in, 160 degree wide viewing angle",Computers,"Projectors & Screens","Proseware, Inc."
558,"Proseware Screen 113in X1609 White","16:9 aspect ratios-113in, dual wall and ceiling - perfect for home / business",Computers,"Projectors & Screens","Proseware, Inc."
559,"Proseware Screen 106in M1609 White","16:9 aspect ratios-106in, electric/motorized screen for home theater and commercial presentations",Computers,"Projectors & Screens","Proseware, Inc."
560,"Proseware Screen 100in M1609 White","16:9 aspect ratio-100in, designed for wall or ceiling installation",Computers,"Projectors & Screens","Proseware, Inc."
561,"Proseware Screen 85in E1010 White","1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design",Computers,"Projectors & Screens","Proseware, Inc."
562,"Proseware Screen 80in E1010 White","Standard 4:3 aspect ratio-85in, use with any home theater or business projector",Computers,"Projectors & Screens","Proseware, Inc."
563,"Proseware Projector 1080p LCD86 Silver","1080p high definition projector, 1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs",Computers,"Projectors & Screens","Proseware, Inc."
